typeID,groupID,typeName,volume,capacity,portionSize,,,,,
24267,306,Lord Methros Outpost,100000000.00,10000.00,1,,,,,
24268,268,Supply Chain Management,0.01,0.00,1,,,,,
24269,306,Lord Arachnans Outpost,100000000.00,10000.00,1,,,,,
24270,270,Scientific Networking,0.01,0.00,1,,,,,
24271,678,Federation Navy Officer Vexor,115000.00,480.00,1,,,,,
24276,526,Amolah Kestis Data Fragment I,0.10,0.00,1,,,,,
24277,526,Amolah Kestis Data Fragment II,0.10,0.00,1,,,,,
24278,526,Amolah Kestis Data Fragment III,0.10,0.00,1,,,,,
24279,306,Strange Drifting Cask,1200.00,1400.00,1,,,,,
24280,306,Strange Drifting Cask_2,1200.00,1400.00,1,,,,,
24281,306,Strange Drifting Cask_3,1200.00,1400.00,1,,,,,
24282,534,New Breed Queen,1010000.00,950.00,1,,,,,
24283,407,Fighter Support Unit I,4000.00,0.00,1,,,,,
24284,408,Fighter Support Unit I Blueprint,0.01,0.00,1,,,,,
24285,370,Corpum Commander Medallion,0.10,0.00,1,,,,,
24286,522,Corpum Blood Duke,118000.00,235.00,1,,,,,
24287,526,Zachs Note,0.10,0.00,1,,,,,
24288,526,E.F.A. ID Card,0.10,0.00,1,,,,,
24289,526,Encoding Matrix Component,2.00,0.00,1,,,,,
24290,517,Arshahs Armageddon,0.00,0.00,1,,,,,
24291,517,Cosmos Apocalypse,0.00,0.00,1,,,,,
24292,517,Cosmos Impel,0.00,0.00,1,,,,,
24293,517,Cosmos Anathema,0.00,0.00,1,,,,,
24294,517,Kerths Apocalypse,0.00,0.00,1,,,,,
24295,517,Robikars Anathema,0.00,0.00,1,,,,,
24296,517,Shakais Impel,0.00,0.00,1,,,,,
24300,526,Yamia Midas Remains,1.00,0.00,1,,,,,
24301,306,Yamia Midas Residence,100000000.00,10000.00,1,,,,,
24304,526,Excavation Note,0.10,0.00,1,,,,,
24305,483,Modulated Deep Core Strip Miner II,5.00,10.00,1,,,,,
24306,490,Modulated Deep Core Strip Miner II Blueprint,0.01,0.00,1,,,,,
24307,533,Serpentis Surveyor,112000.00,480.00,1,,,,,
24308,474,Smuggler Knot Lock,0.10,0.00,1,,,,,
24309,517,Zach Himums Armageddon,0.00,0.00,1,,,,,
24310,319,Amarr Citadel,0.00,0.00,1,,,,,
24311,257,Amarr Carrier,0.01,0.00,1,,,,,
24312,257,Caldari Carrier,0.01,0.00,1,,,,,
24313,257,Gallente Carrier,0.01,0.00,1,,,,,
24314,257,Minmatar Carrier,0.01,0.00,1,,,,,
24315,526,Thyram Arachnans Dossier,0.10,0.00,1,,,,,
24316,526,Lord Arachnans Medal,0.10,0.00,1,,,,,
24317,526,House Arachnan Legal Documents,0.10,0.00,1,,,,,
24342,283,Lord Arachnan,3.00,0.00,1,,,,,
24343,300,Aurora Alpha,1.00,0.00,1,,,,,
24344,300,Aurora Delta,1.00,0.00,1,,,,,
24345,300,Aurora Omega,1.00,0.00,1,,,,,
24346,300,Aurora Epsilon,1.00,0.00,1,,,,,
24347,300,Aurora Beta,1.00,0.00,1,,,,,
24348,650,Small Tractor Beam I,50.00,0.80,1,,,,,
24349,723,Small Tractor Beam I Blueprint,0.01,0.00,1,,,,,
24350,517,Mathons Helios,19700.00,305.00,1,,,,,
24351,494,Force Repeller Relic,100000000.00,10000.00,1,,,,,
24352,474,Passkey to Yan Jung Relic Site,0.10,0.00,1,,,,,
24353,474,Gargoyle Passkey,0.10,0.00,1,,,,,
24354,526,Threaded Waypoint Map,0.10,0.00,1,,,,,
24355,526,Yan Jung Micro Processor,1.00,0.00,1,,,,,
24356,494,Yan Jung Gargoyle,100000000.00,10000.00,1,,,,,
24357,526,Robikars Recommendation,1.00,0.00,1,,,,,
24361,572,Crook Spy,25000.00,60.00,1,,,,,
24362,572,Crook Agent,22500.00,235.00,1,,,,,
24363,572,Crook Watchman,29500.00,175.00,1,,,,,
24364,572,Crook Patroller,29500.00,235.00,1,,,,,
24365,572,Crook Guard,23000.00,60.00,1,,,,,
24366,572,Crook Safeguard,23000.00,235.00,1,,,,,
24367,572,Crook Defender,26500.00,140.00,1,,,,,
24368,572,Crook Protector,26500.00,235.00,1,,,,,
24369,814,Marauder Spy,25000.00,60.00,1,,,,,
24370,814,Marauder Agent,22500.00,235.00,1,,,,,
24371,814,Marauder Watchman,29500.00,175.00,1,,,,,
24372,814,Marauder Patroller,29500.00,235.00,1,,,,,
24373,814,Marauder Guard,23000.00,60.00,1,,,,,
24374,814,Marauder Safeguard,23000.00,235.00,1,,,,,
24375,814,Marauder Defender,26500.00,140.00,1,,,,,
24376,814,Marauder Protector,26500.00,235.00,1,,,,,
24377,573,Mule Harvester,23000.00,60.00,1,,,,,
24378,573,Mule Gatherer,23000.00,235.00,1,,,,,
24379,573,Mule Ferrier,26500.00,140.00,1,,,,,
24380,573,Mule Loader,26500.00,235.00,1,,,,,
24381,558,Barrow Harvester,28700.00,235.00,1,,,,,
24382,558,Barrow Gatherer,28600.00,235.00,1,,,,,
24383,558,Barrow Ferrier,28700.00,135.00,1,,,,,
24384,558,Barrow Loader,28600.00,235.00,1,,,,,
24385,557,Warrior Collector,28100.00,315.00,1,,,,,
24386,557,Warrior Raider,28700.00,235.00,1,,,,,
24387,557,Warrior Diviner,28600.00,235.00,1,,,,,
24388,557,Warrior Reaver,28700.00,135.00,1,,,,,
24389,557,Warrior Engraver,28600.00,235.00,1,,,,,
24390,792,Sellsword Collector,28100.00,315.00,1,,,,,
24391,792,Sellsword Raider,28700.00,235.00,1,,,,,
24392,792,Sellsword Diviner,28600.00,235.00,1,,,,,
24393,792,Sellsword Reaver,28700.00,135.00,1,,,,,
24394,792,Sellsword Engraver,28600.00,235.00,1,,,,,
24395,644,Drone Navigation Computer I,25.00,0.00,1,,,,,
24396,408,Drone Navigation Computer I Blueprint,0.01,0.00,1,,,,,
24407,557,Warrior Seeker,28100.00,165.00,1,,,,,
24408,792,Sellsword Seeker,28100.00,165.00,1,,,,,
24417,644,Drone Navigation Computer II,5.00,0.00,1,,,,,
24418,408,Drone Navigation Computer II Blueprint,0.01,0.00,1,,,,,
24427,647,Drone Link Augmentor II,25.00,0.00,1,,,,,
24428,408,Drone Link Augmentor II Blueprint,0.01,0.00,1,,,,,
24429,306,Rolette Residence,100000000.00,10000.00,1,,,,,
24438,646,Omnidirectional Tracking Link II,5.00,1.00,1,,,,,
24439,408,Omnidirectional Tracking Link II Blueprint,0.01,0.00,1,,,,,
24441,283,Civilians,5.00,0.00,1,,,,,
24443,338,Shield Boost Amplifier II,5.00,0.00,1,,,,,
24444,360,Shield Boost Amplifier II Blueprint,0.01,0.00,1,,,,,
24445,649,Giant Freight Container,120000.00,120000.00,1,,,,,
24446,526,Dorga Roes,1.00,0.00,1,,,,,
24447,306,Corpse Stash,1200.00,1000.00,1,,,,,
24452,319,Gallente Factory,0.00,0.00,1,,,,,
24453,319,Smuggler Stargate Strong,100000000.00,10000.00,1,,,,,
24454,817,Kungizo Eladar,112000.00,480.00,1,,,,,
24455,817,Tukkito Usa,101000.00,250.00,1,,,,,
24456,319,Ammatar Battlestation,0.00,0.00,1,,,,,
24457,226,Fortified Blood Raider Bunker,0.00,0.00,1,,,,,
24458,226,Fortified Blood Raider Junction,0.00,0.00,1,,,,,
24459,306,Habitation Module With Encoded Data Chip,100000000.00,10000.00,1,,,,,
24462,474,Key of the Arcane,0.10,0.00,1,,,,,
24463,517,Udokas Crusader,0.00,0.00,1,,,,,
24464,1207,Trial of Skill,27500.00,2700.00,1,,,,,
24465,526,Runic Inscription,0.10,0.00,1,,,,,
24466,474,Museum Arcana Guest Pass,0.10,0.00,1,,,,,
24467,517,The Curators Armageddon,0.00,0.00,1,,,,,
24468,332,R.A.M.- Battlecruiser Tech,15.00,0.00,1,,,,,
24469,356,R.A.M.- Battlecruiser Tech Blueprint,0.01,0.00,1,,,,,
24471,648,Scourge Rage Rocket,0.01,0.00,5000,,,,,
24472,166,Scourge Rage Rocket Blueprint,0.01,0.00,1,,,,,
24473,648,Nova Rage Rocket,0.01,0.00,5000,,,,,
24474,166,Nova Rage Rocket Blueprint,0.01,0.00,1,,,,,
24475,648,Inferno Rage Rocket,0.01,0.00,5000,,,,,
24476,166,Inferno Rage Rocket Blueprint,0.01,0.00,1,,,,,
24477,648,Scourge Javelin Rocket,0.01,0.00,5000,,,,,
24478,648,Nova Javelin Rocket,0.01,0.00,5000,,,,,
24479,648,Inferno Javelin Rocket,0.01,0.00,5000,,,,,
24480,226,Fortified Spatial Rift,0.00,0.00,1,,,,,
24482,474,Key to the Labyrinth,0.10,0.00,1,,,,,
24483,547,Nidhoggur,11250000.00,860.00,1,,,,,
24484,643,Nidhoggur Blueprint,0.01,0.00,1,,,,,
24485,300,Aurora Gamma,1.00,0.00,1,,,,,
24486,654,Inferno Rage Heavy Assault Missile,0.02,0.00,5000,,,,,
24487,166,Inferno Rage Heavy Assault Missile Blueprint,0.01,0.00,1,,,,,
24488,654,Nova Rage Heavy Assault Missile,0.02,0.00,5000,,,,,
24489,166,Nova Rage Heavy Assault Missile Blueprint,0.01,0.00,1,,,,,
24490,654,Mjolnir Rage Heavy Assault Missile,0.02,0.00,5000,,,,,
24491,166,Mjolnir Rage Heavy Assault Missile Blueprint,0.01,0.00,1,,,,,
24492,654,Scourge Javelin Heavy Assault Missile,0.02,0.00,5000,,,,,
24493,654,Mjolnir Javelin Heavy Assault Missile,0.02,0.00,5000,,,,,
24494,654,Inferno Javelin Heavy Assault Missile,0.02,0.00,5000,,,,,
24495,653,Scourge Fury Light Missile,0.02,0.00,5000,,,,,
24496,166,Scourge Fury Light Missile Blueprint,0.01,0.00,1,,,,,
24497,653,Nova Fury Light Missile,0.02,0.00,5000,,,,,
24498,166,Nova Fury Light Missile Blueprint,0.01,0.00,1,,,,,
24499,653,Inferno Fury Light Missile,0.02,0.00,5000,,,,,
24500,166,Inferno Fury Light Missile Blueprint,0.01,0.00,1,,,,,
24501,653,Scourge Precision Light Missile,0.02,0.00,5000,,,,,
24502,166,Scourge Precision Light Missile Blueprint,0.01,0.00,1,,,,,
24503,653,Nova Precision Light Missile,0.02,0.00,5000,,,,,
24504,166,Nova Precision Light Missile Blueprint,0.01,0.00,1,,,,,
24505,653,Mjolnir Precision Light Missile,0.02,0.00,5000,,,,,
24506,166,Mjolnir Precision Light Missile Blueprint,0.01,0.00,1,,,,,
24507,655,Nova Fury Heavy Missile,0.03,0.00,5000,,,,,
24508,166,Nova Fury Heavy Missile Blueprint,0.01,0.00,1,,,,,
24509,655,Mjolnir Fury Heavy Missile,0.03,0.00,5000,,,,,
24510,166,Mjolnir Fury Heavy Missile Blueprint,0.01,0.00,1,,,,,
24511,655,Inferno Fury Heavy Missile,0.03,0.00,5000,,,,,
24512,166,Inferno Fury Heavy Missile Blueprint,0.01,0.00,1,,,,,
24513,655,Scourge Precision Heavy Missile,0.03,0.00,5000,,,,,
24514,166,Scourge Precision Heavy Missile Blueprint,0.01,0.00,1,,,,,
24515,655,Inferno Precision Heavy Missile,0.03,0.00,5000,,,,,
24516,166,Inferno Precision Heavy Missile Blueprint,0.01,0.00,1,,,,,
24517,655,Mjolnir Precision Heavy Missile,0.03,0.00,5000,,,,,
24518,166,Mjolnir Precision Heavy Missile Blueprint,0.01,0.00,1,,,,,
24519,657,Nova Rage Torpedo,0.05,0.00,5000,,,,,
24520,166,Nova Rage Torpedo Blueprint,0.01,0.00,1,,,,,
24521,657,Scourge Rage Torpedo,0.05,0.00,5000,,,,,
24522,166,Scourge Rage Torpedo Blueprint,0.01,0.00,1,,,,,
24523,657,Mjolnir Rage Torpedo,0.05,0.00,5000,,,,,
24524,166,Mjolnir Rage Torpedo Blueprint,0.01,0.00,1,,,,,
24525,657,Inferno Javelin Torpedo,0.05,0.00,5000,,,,,
24526,166,Inferno Javelin Torpedo Blueprint,0.01,0.00,1,,,,,
24527,657,Mjolnir Javelin Torpedo,0.05,0.00,5000,,,,,
24528,166,Mjolnir Javelin Torpedo Blueprint,0.01,0.00,1,,,,,
24529,657,Scourge Javelin Torpedo,0.05,0.00,5000,,,,,
24530,166,Scourge Javelin Torpedo Blueprint,0.01,0.00,1,,,,,
24531,656,Nova Fury Cruise Missile,0.05,0.00,5000,,,,,
24532,166,Nova Fury Cruise Missile Blueprint,0.01,0.00,1,,,,,
24533,656,Scourge Fury Cruise Missile,0.05,0.00,5000,,,,,
24534,166,Scourge Fury Cruise Missile Blueprint,0.01,0.00,1,,,,,
24535,656,Mjolnir Fury Cruise Missile,0.05,0.00,5000,,,,,
24536,166,Mjolnir Fury Cruise Missile Blueprint,0.01,0.00,1,,,,,
24537,656,Nova Precision Cruise Missile,0.05,0.00,5000,,,,,
24538,166,Nova Precision Cruise Missile Blueprint,0.01,0.00,1,,,,,
24539,656,Mjolnir Precision Cruise Missile,0.05,0.00,5000,,,,,
24540,166,Mjolnir Precision Cruise Missile Blueprint,0.01,0.00,1,,,,,
24541,656,Scourge Precision Cruise Missile,0.05,0.00,5000,,,,,
24542,166,Scourge Precision Cruise Missile Blueprint,0.01,0.00,1,,,,,
24543,166,Inferno Javelin Rocket Blueprint,0.01,0.00,1,,,,,
24544,166,Mjolnir Javelin Rocket Blueprint,0.01,0.00,1,,,,,
24545,873,Capital Jump Bridge Array,10000.00,0.00,1,,,,,
24546,915,Capital Jump Bridge Array Blueprint,0.01,0.00,1,,,,,
24547,873,Capital Clone Vat Bay,10000.00,0.00,1,,,,,
24548,915,Capital Clone Vat Bay Blueprint,0.01,0.00,1,,,,,
24549,651,Gjallarhorn Explosive Doomsday Blueprint,0.01,0.00,1,,,,,
24550,588,Judgment Electromagnetic Doomsday,8000.00,0.00,1,,,,,
24551,651,Judgment Electromagnetic Doomsday Blueprint,0.01,0.00,1,,,,,
24552,588,Oblivion Kinetic Doomsday,8000.00,0.00,1,,,,,
24553,651,Oblivion Kinetic Doomsday Blueprint,0.01,0.00,1,,,,,
24554,588,Aurora Ominae Thermal Doomsday,8000.00,0.00,1,,,,,
24555,651,Aurora Ominae Thermal Doomsday Blueprint,0.01,0.00,1,,,,,
24556,873,Capital Doomsday Weapon Mount,10000.00,0.00,1,,,,,
24557,915,Capital Doomsday Weapon Mount Blueprint,0.01,0.00,1,,,,,
24558,873,Capital Ship Maintenance Bay,10000.00,0.00,1,,,,,
24559,915,Capital Ship Maintenance Bay Blueprint,0.01,0.00,1,,,,,
24560,873,Capital Corporate Hangar Bay,10000.00,0.00,1,,,,,
24561,915,Capital Corporate Hangar Bay Blueprint,0.01,0.00,1,,,,,
24562,275,Jump Portal Generation,0.01,0.00,1,,,,,
24563,255,Doomsday Operation,0.01,0.00,1,,,,,
24564,526,Chanounian Wine,0.50,0.00,1,,,,,
24565,319,Stargate - Caldari 1,100000000.00,10000.00,1,,,,,
24566,226,Stargate - Caldari ,0.00,0.00,1,,,,,
24567,413,Experimental Laboratory,3000.00,25000.00,1,,,,,
24568,1210,Capital Remote Armor Repair Systems,0.01,0.00,1,,,,,
24569,325,Capital Remote Armor Repairer I,4000.00,0.00,1,,,,,
24570,350,Capital Remote Armor Repairer I Blueprint,0.01,0.00,1,,,,,
24571,1209,Capital Shield Emission Systems,0.01,0.00,1,,,,,
24572,1216,Capital Capacitor Emission Systems,0.01,0.00,1,,,,,
24574,397,Small Ship Assembly Array,10000.00,2000000.00,1,,,,,
24575,397,Supercapital Ship Assembly Array,850000.00,155000500.00,1,,,,,
24576,526,Imperial Navy Gate Permit,1.00,0.00,1,,,,,
24577,306,Imperial Armory,100000000.00,10000.00,1,,,,,
24578,227,Debris Cloud Flat,0.00,0.00,1,,,,,
24579,494,Core Serpentis Operational Headquarters,100000000.00,10000.00,1,,,,,
24580,526,Ritual Texts,0.10,0.00,1,,,,,
24581,526,Holy Statue,5.00,0.00,1,,,,,
24582,820,The Negotiator,116000.00,900.00,1,,,,,
24583,534,Arcana Patron,1150000.00,235.00,1,,,,,
24584,820,Wiyrkomi Head Engineer,112000.00,480.00,1,,,,,
24587,319,Amarr Stargate,100000000.00,10000.00,1,,,,,
24588,319,Station Caldari 4,0.00,0.00,1,,,,,
24589,226,Warning Sign,0.00,0.00,1,,,,,
24592,652,Amarr Empire Starbase Charter,0.10,0.00,1,,,,,
24593,652,Caldari State Starbase Charter,0.10,0.00,1,,,,,
24594,652,Gallente Federation Starbase Charter,0.10,0.00,1,,,,,
24595,652,Minmatar Republic Starbase Charter,0.10,0.00,1,,,,,
24596,652,Khanid Kingdom Starbase Charter,0.10,0.00,1,,,,,
24597,652,Ammatar Mandate Starbase Charter,0.10,0.00,1,,,,,
24604,166,Nova Javelin Rocket Blueprint,0.01,0.00,1,,,,,
24605,166,Scourge Javelin Rocket Blueprint,0.01,0.00,1,,,,,
24606,1220,Cloning Facility Operation,0.01,0.00,1,,,,,
24607,624,TestScanRadar,24500.00,60.00,1,,,,,
24608,500,SnowballNewEffect,1.00,0.00,100,,,,,
24609,226,Gallente Stargate,100000000.00,10000.00,1,,,,,
24613,273,Fighter Hangar Management,0.01,0.00,1,,,,,
24614,166,Scourge Javelin Heavy Assault Missile Blueprint,0.01,0.00,1,,,,,
24615,166,Inferno Javelin Heavy Assault Missile Blueprint,0.01,0.00,1,,,,,
24616,166,Nova Javelin Heavy Assault Missile Blueprint,0.01,0.00,1,,,,,
24617,166,Mjolnir Javelin Heavy Assault Missile Blueprint,0.01,0.00,1,,,,,
24620,650,Medium Tractor Beam I,10.00,0.80,1,,,,,
24621,154,Medium Tractor Beam I Blueprint,0.01,0.00,1,,,,,
24622,650,Large Tractor Beam I,10.00,0.80,1,,,,,
24623,154,Large Tractor Beam I Blueprint,0.01,0.00,1,,,,,
24624,270,Advanced Laboratory Operation,0.01,0.00,1,,,,,
24625,268,Advanced Mass Production,0.01,0.00,1,,,,,
24630,555,TEST DRAINER,118000.00,235.00,1,,,,,
24632,746,Zainou Deadeye Guided Missile Precision GP-803,1.00,0.00,1,,,,,
24636,746,Zainou Deadeye Missile Bombardment MB-705,1.00,0.00,1,,,,,
24637,746,Zainou Deadeye Missile Projection MP-705,1.00,0.00,1,,,,,
24638,746,Zainou Deadeye Rapid Launch RL-1005,1.00,0.00,1,,,,,
24639,746,Zainou Deadeye Target Navigation Prediction TN-905,1.00,0.00,1,,,,,
24640,746,Zainou Deadeye Guided Missile Precision GP-805,1.00,0.00,1,,,,,
24641,746,Zainou Gnome Launcher CPU Efficiency LE-603,1.00,0.00,1,,,,,
24642,746,Zainou Gnome Launcher CPU Efficiency LE-605,1.00,0.00,1,,,,,
24643,226,Ammatar Holy Dome,0.00,0.00,1,,,,,
24644,650,Capital Tractor Beam I,4000.00,0.80,1,,,,,
24645,723,Capital Tractor Beam I Blueprint,0.01,0.00,1,,,,,
24646,363,X-Large Ship Maintenance Array,40000.00,155000000.00,1,,,,,
24652,471,Capital Shipyard,4000.00,200000.00,1,,,,,
24653,397,Advanced Small Ship Assembly Array,10000.00,2000000.00,1,,,,,
24654,397,Medium Ship Assembly Array,17000.00,2000000.00,1,,,,,
24655,397,Advanced Medium Ship Assembly Array,17000.00,2000000.00,1,,,,,
24656,397,Capital Ship Assembly Array,25000.00,18500500.00,1,,,,,
24657,397,Advanced Large Ship Assembly Array,25000.00,19500000.00,1,,,,,
24658,397,Ammunition Assembly Array,1250.00,1000000.00,1,,,,,
24659,397,Drone Assembly Array,1250.00,1000000.00,1,,,,,
24660,397,Component Assembly Array,12500.00,10500000.00,1,,,,,
24661,533,Ytari Niaga,101000.00,235.00,1,,,,,
24662,534,Ratah Niaga,22000000.00,235.00,1,,,,,
24663,747,Zors Custom Navigation Hyper-Link,1.00,0.00,1,,,,,
24664,517,Mazed Karadoms Armageddon,0.00,0.00,1,,,,,
24669,747,Shaqils Speed Enhancer,1.00,0.00,1,,,,,
24670,494,Starbase Major Assembly Array,100000000.00,10000.00,1,,,,,
24671,494,Starbase Major Assembly Array,100000000.00,10000.00,1,,,,,
24682,523,Maphante Guardian,1150000.00,235.00,1,,,,,
24683,520,Maphante Interceptor,28100.00,135.00,1,,,,,
24684,438,Biochemical Reactor Array,4000.00,1.00,1,,,,,
24685,319,Stargate Minmatar 1,100000000.00,10000.00,1,,,,,
24688,27,Rokh,486000.00,625.00,1,,,,,
24689,107,Rokh Blueprint,0.01,0.00,1,,,,,
24690,27,Hyperion,495000.00,675.00,1,,,,,
24691,107,Hyperion Blueprint,0.01,0.00,1,,,,,
24692,27,Abaddon,495000.00,525.00,1,,,,,
24693,107,Abaddon Blueprint,0.01,0.00,1,,,,,
24694,27,Maelstrom,472500.00,550.00,1,,,,,
24695,107,Maelstrom Blueprint,0.01,0.00,1,,,,,
24696,419,Harbinger,234000.00,375.00,1,,,,,
24697,489,Harbinger Blueprint,0.01,0.00,1,,,,,
24698,419,Drake,252000.00,450.00,1,,,,,
24699,489,Drake Blueprint,0.01,0.00,1,,,,,
24700,419,Myrmidon,270000.00,400.00,1,,,,,
24701,489,Myrmidon Blueprint,0.01,0.00,1,,,,,
24702,419,Hurricane,216000.00,425.00,1,,,,,
24703,489,Hurricane Blueprint,0.01,0.00,1,,,,,
24706,366,Newly Constructed Acceleration Gate,0.00,0.00,1,,,,,
24707,526,Caldari Graduation Certificate,0.10,0.00,1,,,,,
24708,526,Caldari Graduation Certificate (signed),0.10,0.00,1,,,,,
24709,517,Korhonomi Otis Sparrow,28100.00,165.00,1,,,,,
24710,517,Tillen Matsus Sparrow,28100.00,165.00,1,,,,,
24711,517,Autaris Pias Sparrow,28100.00,165.00,1,,,,,
24712,517,Kikko Roisens Retribution,0.00,0.00,1,,,,,
24713,306,Guristas Stash,100000000.00,10000.00,1,,,,,
24714,526,Important Surveillance Data,0.10,0.00,1,,,,,
24715,526,Severed Head,0.10,0.00,1,,,,,
24716,319,Station Caldari 6,0.00,0.00,1,,,,,
24717,314,Havatiahs Ship Database,0.10,0.00,1,,,,,
24718,818,Havatiah Kiin,18000.00,150.00,1,,,,,
24719,526,Gallente Graduation Certificate,0.10,0.00,1,,,,,
24720,526,Gallente Graduation Certificate (signed),0.10,0.00,1,,,,,
24721,306,Warehouse_MISSION2,1150.00,8850.00,1,,,,,
24722,526,Kelmilers Transaction Documents 18992 D,0.10,0.00,1,,,,,
24723,517,Mamo Guerres Megathron,0.00,0.00,1,,,,,
24724,306,Serpentis Stash,27500.00,2700.00,1,,,,,
24725,526,Crash Ultra,0.20,0.00,1,,,,,
24726,526,FedMart Reports,0.10,0.00,1,,,,,
24727,526,Mamos Message,0.10,0.00,1,,,,,
24728,526,Eilards Corpse,1.00,0.00,1,,,,,
24729,283,Govarde Alourtine,1.00,0.00,1,,,,,
24730,526,Avrues Token,0.10,0.00,1,,,,,
24731,283,Khanid Marine,2.00,0.00,1,,,,,
24732,517,Mamin Choonkas Crusader,0.00,0.00,1,,,,,
24733,526,Choonkas Coordinates,0.10,0.00,1,,,,,
24734,526,Secret Documents,0.10,0.00,1,,,,,
24735,526,Amarr Graduation Certificate,0.10,0.00,1,,,,,
24736,526,Amarr Graduation Certificate (signed),0.10,0.00,1,,,,,
24737,517,Shafra Guliass Hawk,0.00,0.00,1,,,,,
24738,517,Sevan Fagideds Hawk,0.00,0.00,1,,,,,
24739,517,Hefaka Chubids Hawk,0.00,0.00,1,,,,,
24740,517,Etien Duloures Navitas,0.00,0.00,1,,,,,
24741,517,Vausitte Yriers Navitas,0.00,0.00,1,,,,,
24742,517,Maray Ygiers Navitas,0.00,0.00,1,,,,,
24743,517,Avrue Auzs Merlin,0.00,0.00,1,,,,,
24744,526,Minmatar Graduation Certificate,0.10,0.00,1,,,,,
24745,526,Minmatar Graduation Certificate (signed),0.10,0.00,1,,,,,
24746,517,Rilbedur Tjars Rifter,0.00,0.00,1,,,,,
24747,517,West Ludorims Rifter,0.00,0.00,1,,,,,
24748,517,Albedur Vatzakos Rifter,0.00,0.00,1,,,,,
24750,306,Angel Stash_Extrava,100000000.00,10000.00,1,,,,,
24751,494,Storage Silo,100000000.00,10000.00,1,,,,,
24752,283,Angel Cartel Pilot,1.00,0.00,1,,,,,
24754,337,A Hired Saboteur,20400.00,1200.00,1,,,,,
24755,283,Logut Akell,5.00,0.00,1,,,,,
24756,526,Stolen Documents,0.01,0.00,1,,,,,
24757,818,Saboteur Mercenary,24500.00,60.00,1,,,,,
24758,517,Logut Akells Abode,0.00,0.00,1,,,,,
24759,818,Dari Akells Maulus,23000.00,175.00,1,,,,,
24760,283,Dari Akell,5.00,0.00,1,,,,,
24761,494,Blasted Neon Sign_mission,100000000.00,10000.00,1,,,,,
24762,474,Loguts Keycard,0.10,0.00,1,,,,,
24763,526,Encryption Code Book,0.01,0.00,1,,,,,
24764,258,Fleet Command,0.01,0.00,1,,,,,
24765,306,Damaged Heron,16120.00,145.00,1,,,,,
24766,283,Ships Crew,2.00,0.00,1,,,,,
24767,383,Guristas Basic Defense Battery,1000.00,1000.00,1,,,,,
24768,319,Gallente Station 7,0.00,0.00,1,,,,,
24769,319,Gallente Station 8,0.00,0.00,1,,,,,
24770,319,Gallente Station 4,0.00,0.00,1,,,,,
24771,494,Overseers Stash,100000000.00,10000.00,1,,,,,
24772,383,Deficient Tower Sentry Sansha II,1000.00,1000.00,1,,,,,
24777,683,Republic Radur,21120.00,100.00,1,,,,,
24779,683,Republic Skani,22500.00,75.00,1,,,,,
24781,683,Republic Otur,17400.00,220.00,1,,,,,
24784,683,Republic Kvarm,26005.00,120.00,1,,,,,
24785,683,Republic Tribal Gleeda,17660.00,120.00,1,,,,,
24786,683,Republic Tribal Baldur,17500.00,180.00,1,,,,,
24787,683,Republic Gleeda,17660.00,120.00,1,,,,,
24790,683,Republic Baldur,16450.00,110.00,1,,,,,
24791,683,Republic Takan,19100.00,80.00,1,,,,,
24793,683,Republic Tribal Takan,16450.00,120.00,1,,,,,
24797,684,Republic Faxi,16450.00,120.00,1,,,,,
24798,684,Republic Austri,16450.00,120.00,1,,,,,
24799,684,Republic Bormin,16450.00,120.00,1,,,,,
24801,684,Republic Tribal Faxi,16450.00,120.00,1,,,,,
24805,684,Republic Tribal Bormin,16450.00,120.00,1,,,,,
24810,684,Republic Tribal Austri,16450.00,120.00,1,,,,,
24811,683,Chief Republic Isak,16450.00,110.00,1,,,,,
24812,683,Chief Republic Iflin,16450.00,110.00,1,,,,,
24813,683,Chief Republic Ivan,16450.00,120.00,1,,,,,
24814,683,Chief Republic Magni,16450.00,120.00,1,,,,,
24815,683,Chief Republic Kvarm,16450.00,120.00,1,,,,,
24816,683,Chief Republic Gleeda,16450.00,120.00,1,,,,,
24817,683,Chief Republic Baldur,16450.00,120.00,1,,,,,
24818,683,Chief Republic Ofeg,16450.00,120.00,1,,,,,
24819,683,Chief Republic Hrakt,16450.00,120.00,1,,,,,
24820,683,Chief Republic Takan,16450.00,120.00,1,,,,,
24821,705,Republic Solon,99000.00,1900.00,1,,,,,
24823,705,Republic Ormur,99000.00,120.00,1,,,,,
24824,705,Republic Rodul,109000.00,1400.00,1,,,,,
24826,705,Republic Manadis,109000.00,120.00,1,,,,,
24828,705,Republic Jarpur,109000.00,120.00,1,,,,,
24830,705,Republic Tribal Solon,109000.00,120.00,1,,,,,
24832,705,Republic Tribal Ormur,109000.00,120.00,1,,,,,
24834,705,Republic Tribal Rodul,109000.00,120.00,1,,,,,
24835,705,Republic Tribal Manadis,109000.00,120.00,1,,,,,
24836,705,Republic Tribal Jarpur,109000.00,120.00,1,,,,,
24843,685,Republic Nutia,109000.00,120.00,1,,,,,
24847,685,Republic Venis,109000.00,120.00,1,,,,,
24848,685,Republic Tribal Nutia,109000.00,120.00,1,,,,,
24851,685,Republic Norn,109000.00,120.00,1,,,,,
24855,685,Republic Tribal Venis,109000.00,120.00,1,,,,,
24857,685,Republic Tribal Norn,109000.00,120.00,1,,,,,
